,country,id,lat,lng,name,clouds,date,humidity,pressure,temp,temp_max,temp_min,wind_deg,wind_speed
1468,BR,3468745,-18.139999,-49.040279,Buriti Alegre,48,2017-11-19 03:00:00,95,946.25,20.3,20.3,20.3,323.501,1.37
1469,BR,3401331,-8.99028,-39.909439,Curaca,80,2017-11-19 03:00:00,42,978.76,28.57,28.57,28.57,113.001,3.92
1470,BR,3736812,-2.03444,-60.025002,Presidente Figueiredo,8,2017-11-19 03:00:00,95,1008.83,23.67,23.67,23.67,230.501,0.97
1471,BR,3478366,-26.01972,-53.74028,Pranchita,0,2017-11-19 03:00:00,75,983.86,17.87,17.87,17.87,162.501,2.72
1472,BR,3450180,-23.002781,-53.196671,Santa Isabel do Ivaí,100,2017-11-19 03:00:00,99,991.08,20.37,20.37,20.37,160.501,2.02
1473,BR,3452830,-10.13333,-42.433331,Pôrto de Pedras,88,2017-11-19 03:00:00,76,973.0,26.15,26.15,26.15,321.501,1.02
1474,BR,3470921,-15.12333,-40.073891,Bandeira do Colnia,44,2017-11-19 03:00:00,94,976.73,19.12,19.12,19.12,31.5011,2.22
1475,BR,3446097,-19.133329,-55.349998,Três Marias,92,2017-11-19 03:00:00,100,996.27,21.72,21.72,21.72,357.501,1.72
1476,BR,3399336,-6.99278,-41.137779,Francisco Santos,80,2017-11-19 03:00:00,51,986.54,26.77,26.77,26.77,118.001,2.07
1477,BR,3472758,-20.08333,-41.133331,Alambique,64,2017-11-19 03:00:00,73,974.14,21.62,21.62,21.62,65.5011,2.42
1478,BR,3460947,-17.06472,-43.308891,Itacambira,92,2017-11-19 03:00:00,93,920.15,19.42,19.42,19.42,351.501,1.22
1479,BR,3390659,-4.14167,-40.582218,Reriutaba,44,2017-11-19 03:00:00,64,969.76,22.67,22.67,22.67,55.0011,1.87
1480,BR,3456136,-29.02861,-51.306671,Nova Pádua,0,2017-11-19 03:00:00,69,956.38,12.3,12.3,12.3,204.501,3.42
1481,BR,3463120,-14.94667,-46.231941,Formoso,88,2017-11-19 03:00:00,94,936.61,20.2,20.2,20.2,343.501,1.22
1482,BR,3662342,-0.13028,-67.089172,Sao Gabriel da Cachoeira,8,2017-11-19 03:00:00,93,1007.7,25.4,25.4,25.4,72.0011,0.92
1483,BR,3407798,-9.11083,-45.929722,Alto Parnaíba,56,2017-11-19 03:00:00,90,976.16,21.55,21.55,21.55,176.001,0.82
1484,BR,3460205,-12.91667,-39.166672,Jaguaripe,32,2017-11-19 03:00:00,87,1015.88,21.9,21.9,21.9,61.0011,2.32
1485,BR,3456198,-18.057501,-48.253609,Nova Aurora,80,2017-11-19 03:00:00,91,938.15,20.97,20.97,20.97,25.0011,1.82
1486,BR,3445983,-10.96306,-38.786671,Tucano,24,2017-11-19 03:00:00,72,985.97,22.77,22.77,22.77,98.0011,4.37
1487,BR,3461051,-18.983891,-47.461391,Iraí de Minas,80,2017-11-19 03:00:00,96,923.47,18.27,18.27,18.27,38.0011,1.27
1488,BR,3462388,-18.98222,-41.2225,Goiabeira,36,2017-11-19 03:00:00,72,978.92,22.32,22.32,22.32,63.0011,2.12
1489,BR,3456647,-15.02333,-42.368061,Mortugaba,76,2017-11-19 03:00:00,95,930.04,18.72,18.72,18.72,108.501,1.32
1490,BR,3470409,-14.97083,-48.915829,Barro Alto,92,2017-11-19 03:00:00,92,951.85,21.57,21.57,21.57,92.5011,0.82
1491,BR,3969433,-12.12806,-61.850559,Alto Alegre do Parecis,12,2017-11-19 03:00:00,89,982.81,23.95,23.95,23.95,17.5011,0.92
1492,BR,3449940,-21.950001,-43.166389,Santana do Deserto,36,2017-11-19 03:00:00,95,952.33,19.62,19.62,19.62,56.5011,2.02
1493,BR,3461605,-27.09194,-51.365002,Ibicaré,0,2017-11-19 03:00:00,96,919.42,13.9,13.9,13.9,212.001,1.52
1494,BR,3446874,-19.92222,-46.823059,Tapira,76,2017-11-19 03:00:00,89,902.16,18.97,18.97,18.97,330.001,2.27
1495,BR,3397643,-6.01556,-37.40889,Janduís,0,2017-11-19 03:00:00,70,1004.21,24.9,24.9,24.9,92.0011,3.57
1496,BR,3466973,-11.94167,-37.948608,Cardeal da Silva,64,2017-11-19 03:00:00,92,1018.96,23.9,23.9,23.9,70.5011,3.07
1497,BR,3471394,-14.92028,-51.083061,Aruanã,88,2017-11-19 03:00:00,90,988.0,23.42,23.42,23.42,87.0011,1.52
1498,BR,3392738,-8.14361,-41.149719,Paulistana,56,2017-11-19 03:00:00,49,968.38,26.3,26.3,26.3,38.5011,2.32
1499,BR,3397851,-5.13472,-49.326672,Itupiranga,12,2017-11-19 03:00:00,100,1012.32,20.36,22.97,20.36,89.0011,3.67
1500,BR,3464551,-18.96722,-43.255829,Dom Joaquim,56,2017-11-19 03:00:00,91,941.15,19.3,19.3,19.3,348.501,1.17
1501,BR,3446259,-10.06667,-36.950001,Traíras,0,2017-11-19 03:00:00,86,1005.99,22.17,22.17,22.17,97.5011,3.42
1502,BR,3457126,-19.979441,-50.137218,Mira Estrela,92,2017-11-19 03:00:00,90,974.22,22.72,22.72,22.72,330.501,2.42
1503,BR,3458656,-17.08333,-42.692501,Leme do Prado,68,2017-11-19 03:00:00,91,953.47,21.2,21.2,21.2,1.5011,1.32
1504,BR,3454606,-12.96667,-46.933331,Pé do Morro,24,2017-11-19 03:00:00,91,963.68,20.92,20.92,20.92,15.0011,0.17
1505,BR,3450566,-16.002781,-39.946941,Salto da Divisa,24,2017-11-19 03:00:00,86,983.38,20.22,20.22,20.22,35.0011,2.57
1506,BR,3397983,-8.9475,-37.422779,Itaiba,0,2017-11-19 03:00:00,77,972.43,21.47,21.47,21.47,83.0011,3.62
1507,BR,3391412,-1.93556,-50.82111,Portel,0,2017-11-19 03:00:00,69,1022.37,27.72,27.72,27.72,48.5011,4.17
1508,BR,3471794,-19.03389,-46.15556,Arapuá,76,2017-11-19 03:00:00,87,920.64,19.8,19.8,19.8,354.001,2.42
1509,BR,3456739,-11.03333,-45.049999,Morrinhos,92,2017-11-19 03:00:00,86,961.41,24.45,24.45,24.45,147.001,1.87
1510,CH,2658749,46.865501,8.65466,Schattdorf,92,2017-11-19 03:00:00,100,848.09,-0.63,-0.63,-6.86,197.001,0.57
1511,CH,2661133,46.850269,6.71968,Concise,92,2017-11-19 03:00:00,100,940.17,2.64,2.64,-2.53,231.501,1.67
1512,CH,2658049,47.083328,9.48333,Wartau,48,2017-11-19 03:00:00,82,826.69,-4.24,-4.24,-9.83,242.001,0.27
1513,ZA,995409,-33.098209,27.0158,Horton,0,2017-11-19 03:00:00,82,982.57,6.07,6.07,6.07,349.001,1.22
1514,ZA,1011031,-26.146601,28.68322,Delmas,0,2017-11-19 03:00:00,42,853.92,7.54,7.54,5.97,115.501,1.27
1515,ZA,964712,-34.052738,23.371599,Plettenberg Bay,0,2017-11-19 03:00:00,100,1021.32,15.62,15.62,15.62,304.001,1.32
1516,ZA,950709,-34.022621,20.44171,Swellendam,0,2017-11-19 03:00:00,89,1004.53,8.82,8.82,8.37,56.5011,1.22
1517,ZA,3364795,-33.097511,18.0315,Langebaan,0,2017-11-19 03:00:00,94,1023.1,10.92,11.97,10.92,143.001,1.62
1518,ZA,967476,-26.98023,26.67272,Orkney,0,2017-11-19 03:00:00,42,874.51,6.57,6.57,6.57,19.5011,2.27
1519,ZA,965528,-23.942989,31.141069,Phalaborwa,0,2017-11-19 03:00:00,70,987.03,16.37,17.17,16.37,161.001,1.22
1520,ZA,942511,-26.956591,24.728399,Vryburg,0,2017-11-19 03:00:00,45,888.38,8.12,8.12,8.12,2.0011,2.17
1521,ZA,958441,-25.099899,30.78001,Sabie,0,2017-11-19 03:00:00,88,874.27,11.72,11.72,9.37,351.001,0.77
1522,ZA,3369183,-34.059978,18.485701,Cafda Village,0,2017-11-19 03:00:00,100,1020.1,12.83,14.12,12.83,12.0011,2.77
1523,ZA,964424,-31.050671,30.227989,Port Edward,0,2017-11-19 03:00:00,88,999.02,14.57,14.57,14.57,9.0011,1.17
1524,ZA,1007968,-30.938089,22.1341,Drieweeksleegte,0,2017-11-19 03:00:00,46,875.16,4.15,4.15,4.15,146.501,1.22
1525,ZA,968453,-24.081579,30.3957,Ofcolaco,0,2017-11-19 03:00:00,75,966.76,16.12,16.12,16.12,190.501,1.22
1526,ZA,1013675,-29.918659,30.891701,Chatsworth,0,2017-11-19 03:00:00,85,973.0,12.15,12.15,12.15,286.501,0.72
1527,EG,362004,27.044109,31.31897,Abu Tij,0,2017-11-19 03:00:00,92,1005.75,11.4,11.4,11.07,302.001,2.52
1528,EG,411165,24.98028,32.874722,Idfu,0,2017-11-19 03:00:00,87,998.94,15.07,15.07,15.07,9.0011,1.77
1529,NG,2338242,5.96669,8.70632,Ikom,20,2017-11-19 03:00:00,92,998.13,21.7,21.7,21.7,174.501,1.77
1530,TZ,159067,-9.0,35.0,Iringa Region,0,2017-11-19 03:00:00,88,855.3,15.82,15.82,15.82,97.5011,3.42
1531,TZ,148679,-2.0,31.5,Kagera Region,44,2017-11-19 03:00:00,100,894.05,20.55,20.55,20.55,340.501,3.52
1532,ZM,917524,-13.0,28.0,Copperbelt Province,0,2017-11-19 03:00:00,91,892.75,17.87,17.87,17.87,105.001,4.27
1533,SN,2250804,13.92239,-15.97977,Région de Kaolack,20,2017-11-19 03:00:00,61,1020.1,18.9,20.8,18.9,316.501,1.22
1534,SD,408663,15.9,35.650002,Kassala State,0,2017-11-19 03:00:00,47,975.76,16.47,16.47,16.47,24.0011,1.32
1535,MW,928534,-13.03333,33.48333,Kasungu,68,2017-11-19 03:00:00,88,902.64,19.87,19.87,19.87,107.001,4.82
1536,MW,930283,-16.105829,35.1506,Thyolo District,100,2017-11-19 03:00:00,98,959.38,20.3,20.3,20.3,123.501,1.22
1537,AO,3347762,-14.91717,13.4925,Lubango,0,2017-11-19 03:00:00,74,896.56,12.05,12.05,12.05,21.5011,0.87
1538,AO,2239861,-9.96361,14.92634,Malanje,32,2017-11-19 03:00:00,93,900.13,16.05,16.05,16.05,94.5011,1.07
1539,KE,186827,0.04626,37.655869,Meru,48,2017-11-19 03:00:00,88,879.62,14.7,14.7,14.7,243.501,0.72
1540,KE,400745,1.0,40.25,North Eastern Province,44,2017-11-19 03:00:00,80,1004.21,22.37,22.37,22.37,138.001,1.32
1541,GA,2400454,-2.0,14.0,Province du Haut-Ogooué,92,2017-11-19 03:00:00,100,968.95,19.67,19.67,19.67,143.001,0.97
1542,ML,2454532,14.0,-7.75,Région de Koulikoro,88,2017-11-19 03:00:00,32,978.19,20.12,20.12,20.12,21.5011,2.57
1543,ML,2454530,12.86273,-7.55985,Koulikoro,76,2017-11-19 03:00:00,45,979.65,17.03,20.57,17.03,10.5011,2.67
1544,ML,2458334,14.9951,-2.9517,Douentza,80,2017-11-19 03:00:00,63,977.05,14.8,14.8,14.8,358.501,1.42
1545,MG,1055433,-25.031851,46.998741,Fort Dauphin,100,2017-11-19 03:00:00,100,1024.4,21.65,21.7,21.65,138.501,3.02
1546,BW,933562,-24.0,25.0,Kweneng District,0,2017-11-19 03:00:00,72,901.75,10.82,10.82,10.82,80.5011,1.27
1547,BW,933758,-22.0,22.0,Ghanzi District,0,2017-11-19 03:00:00,32,908.48,11.9,11.9,11.9,83.0011,2.12
1548,LY,81302,32.083611,23.976391,Tobruk,0,2017-11-19 03:00:00,95,1010.21,11.3,11.3,11.3,259.001,3.72
1549,CV,3374766,16.0,-24.0,Republic of Cape Verde,0,2017-11-19 03:00:00,100,1026.02,25.27,25.27,25.27,55.0011,4.92
1550,RW,49518,-2.0,30.0,Republic of Rwanda,68,2017-11-19 03:00:00,90,839.82,14.02,14.02,14.02,308.501,1.17
1551,MZ,1033354,-15.0,39.0,Província de Nampula,92,2017-11-19 03:00:00,96,974.87,22.35,22.35,21.87,178.001,2.77
1552,CG,2258738,-4.0,12.0,Région du Kouilou,36,2017-11-19 03:00:00,96,1007.78,21.42,21.42,21.42,144.501,1.17
1553,ZW,879431,-17.923531,25.842991,Victoria Falls,32,2017-11-19 03:00:00,88,919.66,16.62,16.62,16.62,81.5011,2.47
1554,ZW,894701,-20.15,28.58333,Bulawayo,0,2017-11-19 03:00:00,94,890.24,15.2,15.2,15.2,59.5011,2.97
1555,CD,205703,-9.0,26.0,Province du Katanga,20,2017-11-19 03:00:00,92,945.6,20.07,20.07,20.07,244.001,1.97
1556,CD,922741,-10.98139,26.73333,Likasi,8,2017-11-19 03:00:00,93,896.72,18.4,18.4,18.4,147.001,5.37
1557,CD,2317396,-4.0,18.0,Province de Bandundu,20,2017-11-19 03:00:00,96,981.35,19.87,19.87,19.87,282.501,1.22
1558,CD,214974,-5.94749,29.19471,Kalemie,68,2017-11-19 03:00:00,93,928.66,25.15,25.15,25.15,262.501,3.52
1559,CD,214138,-4.0,24.0,Province du Kasaï-Oriental,64,2017-11-19 03:00:00,95,958.9,21.7,21.7,21.7,349.501,1.37
1560,TG,2365560,6.9,0.63333,Kpalime,12,2017-11-19 03:00:00,98,983.22,20.72,20.72,20.72,192.501,1.62
1561,GN,2419991,10.0,-9.0,Préfecture de Kankan,0,2017-11-19 03:00:00,61,974.46,18.9,18.9,18.9,30.0011,1.17
1562,MA,6545720,33.927799,-6.90704,Temara,0,2017-11-19 03:00:00,100,1029.18,12.2,18.9,12.2,45.0011,0.97
1563,MA,2529374,30.9212,-6.92965,Tassoumat,0,2017-11-19 03:00:00,64,832.77,2.81,2.81,-4.48,65.5011,0.72
1564,MA,6546501,28.986349,-10.06345,Guelmim,80,2017-11-19 03:00:00,98,982.81,10.95,10.95,10.95,244.001,0.77
1565,MA,2541833,34.878681,-6.2948,Moulay Bou Selham,0,2017-11-19 03:00:00,77,1019.94,5.2,5.2,5.2,105.001,1.17
1566,MA,2556570,31.961559,-6.57109,Azilal,0,2017-11-19 03:00:00,63,842.25,-1.2,-1.2,-1.21,142.501,2.27
1567,DZ,2477457,35.0,7.83333,Wilaya de Tébessa,0,2017-11-19 03:00:00,78,938.63,2.15,2.15,1.37,342.501,2.37
1568,DZ,2476660,36.888561,4.11984,Tigzirt,0,2017-11-19 03:00:00,97,969.27,-0.45,-0.45,-0.46,148.001,1.07
1569,DZ,2503699,36.083328,4.75,Wilaya de Bordj Bou Arréridj,0,2017-11-19 03:00:00,72,922.66,-1.57,-1.57,-4.71,57.5011,1.02
1570,DZ,2491323,35.888889,2.74905,Ksar el Boukhari,0,2017-11-19 03:00:00,71,933.85,-3.68,-3.68,-3.68,136.001,0.97
1571,DZ,2502924,36.066292,1.12602,Boukadir,0,2017-11-19 03:00:00,72,987.92,5.53,5.53,0.12,120.501,1.07
1572,DZ,2505346,35.89444,5.66528,Beïda Bordj,12,2017-11-19 03:00:00,79,916.5,-0.92,-0.92,-3.68,273.501,0.82
1573,MR,2380426,20.94833,-16.23361,Wilaya de Dakhlet Nouadhibou,80,2017-11-19 03:00:00,37,1011.75,17.62,17.62,17.62,18.5011,1.82
1574,NA,3354247,-17.91667,15.95,Ondangwa,0,2017-11-19 03:00:00,29,901.91,15.3,15.3,15.3,82.5011,1.97
1575,NA,3371201,-27.0,17.5,Karas,0,2017-11-19 03:00:00,37,922.58,10.72,10.72,10.72,251.501,1.47
1576,TR,741098,40.908581,37.684479,Ordu,88,2017-11-19 03:00:00,38,932.15,15.45,15.45,15.45,195.501,2.77
1577,TR,311728,36.862041,34.650879,?çel,64,2017-11-19 03:00:00,100,1024.23,20.17,20.77,20.17,38.0011,7.12
1578,TR,304041,39.0,41.75,Mu?,56,2017-11-19 03:00:00,75,845.17,-3.03,-3.03,-3.03,222.501,0.97
1579,TR,741385,40.035278,28.411671,Mustafakemalpa?a,24,2017-11-19 03:00:00,100,1012.96,8.33,8.47,8.33,188.001,1.27
1580,TR,320871,37.89056,34.558891,Bor,8,2017-11-19 03:00:00,65,844.04,-3.43,-3.43,-3.43,130.501,0.97
1581,TR,315530,39.02869,43.358639,Ercis,32,2017-11-19 03:00:00,100,820.12,-0.72,-0.72,-1.98,70.0011,1.62
1582,TR,745344,40.92511,33.625858,Ilgaz,24,2017-11-19 03:00:00,77,878.57,-2.88,-2.88,-2.88,150.001,0.87
1583,TR,323828,36.075081,32.83691,Anamur,88,2017-11-19 03:00:00,86,1005.91,17.9,17.9,17.9,333.501,0.27
1584,PL,3103556,54.006962,15.98751,Bialogard,92,2017-11-19 03:00:00,96,1002.75,4.3,4.3,4.3,255.501,7.82
1585,PL,7531180,51.958061,20.169121,Skierniewice,76,2017-11-19 03:00:00,93,1007.53,2.82,2.82,2.4,259.001,5.82
1586,PL,769274,54.076759,21.375271,Ketrzyn,80,2017-11-19 03:00:00,100,997.0,2.82,2.82,2.82,244.001,6.62
1587,PL,7530883,52.048981,21.372511,Powiat otwocki,92,2017-11-19 03:00:00,94,1000.97,2.54,2.54,1.47,255.001,5.57
1588,PL,3091141,51.07592,17.722839,Namyslow,80,2017-11-19 03:00:00,97,1000.08,4.07,4.07,2.62,262.501,5.82
1589,PL,3087499,53.0867,19.194151,Radomin,88,2017-11-19 03:00:00,98,1005.67,2.92,2.92,2.92,240.001,6.82
1590,PL,757957,49.870739,21.79413,Strzyzow,76,2017-11-19 03:00:00,91,985.24,1.06,1.06,-0.93,251.501,3.92
1591,LV,457714,56.853291,26.21698,Madona,92,2017-11-19 03:00:00,92,995.37,0.67,0.67,0.67,185.001,5.32
1592,LV,455937,57.045769,22.572611,Sabile,68,2017-11-19 03:00:00,93,999.43,5.42,5.42,3.3,220.001,5.12
1593,LV,457533,57.863289,25.05475,Mazsalaca,80,2017-11-19 03:00:00,95,1002.51,1.4,1.4,1.4,182.501,7.42
1594,LV,459072,55.966671,26.283331,Kalnkrustce?i,92,2017-11-19 03:00:00,87,997.4,0.62,0.62,0.62,192.501,7.42
1595,UA,700569,46.965912,31.9974,Mykolayiv,80,2017-11-19 03:00:00,100,1020.75,3.65,3.65,3.65,47.5011,1.32
1596,UA,709248,50.076698,29.9177,Fastiv,92,2017-11-19 03:00:00,97,999.59,2.65,2.65,2.3,223.501,2.97
1597,UA,701650,48.883331,34.900002,Mar’yevka,88,2017-11-19 03:00:00,100,1014.1,0.95,0.95,0.82,81.0011,1.52
1598,UA,712441,49.899281,28.60235,Berdychiv,92,2017-11-19 03:00:00,100,992.38,1.05,1.05,1.05,265.001,2.62
1599,UA,709399,49.849628,37.68568,Dvorichna,92,2017-11-19 03:00:00,95,1008.91,-0.33,-0.33,-0.33,116.501,2.52
1600,UA,711416,50.08791,25.15027,Brody,68,2017-11-19 03:00:00,98,982.73,-0.38,-0.38,-0.38,223.001,2.62
1601,UA,697637,50.087681,31.4795,Pereyaslav-Khmelnytskyy,92,2017-11-19 03:00:00,100,1007.13,2.12,2.12,1.8,196.501,3.22
1602,UA,699761,48.981129,29.828131,Nove-Misto,92,2017-11-19 03:00:00,96,996.1,2.07,2.07,2.07,214.001,3.17
1603,UA,709429,48.889091,26.856359,Dunaivtsi,92,2017-11-19 03:00:00,99,994.48,2.05,2.05,2.05,296.001,2.07
1604,UA,712260,46.841518,33.428379,Beryslav,88,2017-11-19 03:00:00,99,1020.1,3.52,3.52,3.52,69.0011,1.17
1605,UA,693381,48.026119,38.772251,Snizhne,44,2017-11-19 03:00:00,92,1004.37,1.15,1.15,1.15,123.501,3.57
1606,BY,625324,52.0495,29.2456,Mazyr,88,2017-11-19 03:00:00,98,1005.75,0.22,0.22,0.22,210.001,2.72
1607,BY,625743,54.881432,28.69323,Lyepyel,88,2017-11-19 03:00:00,93,997.56,-0.28,-0.28,-0.28,203.001,3.77
1608,BY,621277,51.891151,26.84597,Stolin,56,2017-11-19 03:00:00,99,1005.67,0.52,0.52,0.52,242.001,3.87
1609,BY,619596,54.071091,28.029671,Yemel’yanovo,68,2017-11-19 03:00:00,94,996.1,-0.97,-0.43,-0.97,199.501,2.97
1610,IS,3337406,64.0,-19.0,Suðurland,20,2017-11-19 03:00:00,100,965.71,-18.68,-18.68,-18.68,23.5011,2.22
1611,IS,3414079,64.894524,-23.714239,Ólafsvík,36,2017-11-19 03:00:00,100,1032.91,1.3,1.3,1.3,74.5011,3.87
1612,IS,2632428,65.031639,-14.21832,Reyðarfjörður,32,2017-11-19 03:00:00,91,990.35,-4.92,-4.92,-5.73,299.001,1.87
1613,CY,146137,35.036671,32.426392,Polis,8,2017-11-19 03:00:00,100,1005.1,15.09,15.82,15.09,305.501,3.57
1614,HU,3050311,46.937222,19.47806,Kerekegyhaza,76,2017-11-19 03:00:00,96,1016.78,3.23,3.23,0.32,272.501,2.67
1615,SK,723195,48.888359,21.68479,Vranov nad Toplou,56,2017-11-19 03:00:00,94,997.81,0.07,0.07,-1.23,240.501,1.52
1616,RS,792078,43.891392,20.34972,Cacak,92,2017-11-19 03:00:00,99,970.33,2.83,3.67,2.83,295.501,1.12
1617,RS,785965,45.927502,20.077221,Senta,8,2017-11-19 03:00:00,85,1017.02,-1.68,-1.68,-1.78,249.501,1.27
1618,RS,793034,43.059719,22.411671,Babušnica,92,2017-11-19 03:00:00,100,958.41,5.14,5.14,3.7,294.001,1.07
1619,BG,727220,44.033329,27.200001,Obshtina Silistra,92,2017-11-19 03:00:00,99,1001.37,7.02,7.02,7.02,275.001,3.22
1620,BG,729509,41.849998,24.816669,Luki,88,2017-11-19 03:00:00,100,936.77,7.52,7.52,5.27,270.001,1.07
1621,BG,730361,42.98333,24.366671,Kirchevo,92,2017-11-19 03:00:00,97,991.08,5.65,5.65,5.65,245.001,1.87
1622,BG,729698,43.083328,25.549999,Ledenik,92,2017-11-19 03:00:00,100,995.62,7.01,7.01,6.55,274.001,2.32
1623,BG,729322,41.98333,27.533331,Malko Turnovo,92,2017-11-19 03:00:00,100,989.7,9.43,10.17,9.43,356.001,1.42
1624,BG,732162,43.066669,27.866671,Dolen Bliznak,88,2017-11-19 03:00:00,100,1004.86,8.47,8.47,7.15,313.001,4.17
1625,OM,286987,22.933331,57.533329,Nizwa,0,2017-11-19 03:00:00,74,964.98,10.47,10.47,10.47,17.5011,1.12
1626,OM,286239,23.881109,57.263611,S?r Y?l B? Rash?d,0,2017-11-19 03:00:00,80,1017.42,17.57,17.57,17.57,177.001,1.02
1627,OM,411738,22.0,58.549999,Al Min?aqah ash Sharq?yah,0,2017-11-19 03:00:00,73,997.4,11.97,11.97,11.97,0.00109863,1.22
1628,OM,411741,25.950001,56.26667,Mu??faz?at Musandam,0,2017-11-19 03:00:00,100,1005.51,17.06,19.82,17.06,104.001,2.07
1629,GE,613987,42.0,43.633331,Khashuris Raioni,44,2017-11-19 03:00:00,83,902.88,-0.8,-0.8,-0.81,97.0011,1.17
1630,NO,3140321,58.85244,5.73521,Sandnes,0,2017-11-19 03:00:00,90,978.92,5.77,5.77,3.17,347.001,5.42
1631,AM,828263,41.0,44.5,Lorru Marz,20,2017-11-19 03:00:00,77,812.83,-4.68,-4.68,-7.31,200.001,0.82
1632,AM,174823,38.90292,46.244579,Meghri,20,2017-11-19 03:00:00,76,853.36,-5.18,-5.18,-5.18,253.001,0.37
1633,AL,783148,40.075829,20.138889,Gjirokaster,56,2017-11-19 03:00:00,100,920.31,6.79,6.79,2.15,57.5011,0.77
1634,IQ,96966,33.001389,44.582218,D?w?n?yah,56,2017-11-19 03:00:00,84,1027.56,12.73,12.73,11.9,104.001,4.12
1635,IQ,93396,31.85,47.183331,Mudarras,8,2017-11-19 03:00:00,75,1031.61,10.05,10.05,10.05,77.5011,2.52
1636,IQ,97270,37.0,43.25,Mu??faz?at Dah?k,36,2017-11-19 03:00:00,60,884.81,0.07,0.07,0.07,49.0011,1.07
1637,IQ,90026,34.890461,44.62994,Tozkhurmato,48,2017-11-19 03:00:00,66,1010.94,9.65,9.65,9.65,91.0011,3.07
1638,MD,617795,47.895,28.006941,Moara de Piatr?,92,2017-11-19 03:00:00,98,1003.32,4.05,4.05,4.05,232.501,1.97
1639,FI,656083,61.864201,25.19002,Jamsa,92,2017-11-19 03:00:00,100,992.7,2.56,2.65,2.56,144.501,3.42
1640,EE,7522468,58.057892,27.073759,Põlva linn,56,2017-11-19 03:00:00,89,1004.37,0.29,0.29,0.07,175.501,6.57
1641,EE,592133,59.0,22.75,Hiiumaa,92,2017-11-19 03:00:00,99,1004.21,5.02,5.02,5.02,176.501,8.37
1642,EE,7522396,59.069,27.006599,Tudulinna vald,76,2017-11-19 03:00:00,93,1006.8,1.7,1.7,1.7,179.501,8.32
1643,EE,7522279,59.078709,27.341351,Iisaku vald,88,2017-11-19 03:00:00,99,1009.07,2.22,2.22,2.22,181.501,9.07
1644,BA,3203647,45.04583,16.38028,Bosanski Novi,80,2017-11-19 03:00:00,98,988.57,1.67,1.67,1.67,104.501,0.62
1645,KW,285839,29.076941,48.083889,Al A?mad?,48,2017-11-19 03:00:00,84,1020.18,13.88,13.88,12.9,156.001,2.42
1646,LT,596473,55.0,25.783331,Pabrade,92,2017-11-19 03:00:00,88,994.97,0.97,0.97,0.45,196.501,7.72
1647,LT,599757,54.01667,23.966669,Druskininkai,88,2017-11-19 03:00:00,90,999.83,1.3,1.3,1.3,212.501,6.77
1648,LT,596238,55.9175,21.068609,Palanga,64,2017-11-19 03:00:00,100,1007.53,6.24,6.37,6.24,257.001,6.62
1649,LT,597769,55.985001,22.91889,Kursenai,68,2017-11-19 03:00:00,96,992.94,2.81,2.81,2.12,225.501,4.77
1650,LT,593561,55.966671,24.75,Vabalninkas,92,2017-11-19 03:00:00,91,1003.07,1.57,1.57,1.57,196.501,8.27
1651,MK,789091,42.07917,22.181391,Kratovo,88,2017-11-19 03:00:00,92,942.28,5.64,5.64,2.9,333.501,1.12
1652,UZ,1114929,40.0,64.0,Bukhara Province,0,2017-11-19 03:00:00,93,1019.45,-1.39,-1.39,-1.56,44.5011,5.47
1653,UZ,1512986,40.897221,69.350563,Piskent,76,2017-11-19 03:00:00,89,941.31,3.5,3.5,-1.28,93.5011,0.82
1654,AZ,409417,39.950932,48.89938,Ali Bajramly,76,2017-11-19 03:00:00,100,1025.13,8.82,8.82,8.82,314.501,1.62
1655,EC,3652684,-0.95,-78.683327,Pujili,92,2017-11-19 03:00:00,97,679.48,10.94,10.94,8.4,299.001,1.07
1656,EC,3655272,0.0,-79.383331,La Concordia,88,2017-11-19 03:00:00,97,965.38,20.82,20.82,20.82,228.501,0.77
1657,PE,3946083,-12.06667,-77.150002,Callao,0,2017-11-19 03:00:00,100,1026.26,17.22,17.22,17.22,153.001,4.57
1658,PE,3691099,-9.0,-73.5,Departamento de Ucayali,24,2017-11-19 03:00:00,92,994.73,24.67,24.67,24.67,343.001,0.92
1659,PE,3939467,-13.0,-75.0,Departamento de Huancavelica,56,2017-11-19 03:00:00,98,600.37,0.7,0.7,0.7,231.001,1.07
1660,PE,3695238,-5.0,-75.0,Departamento de Loreto,12,2017-11-19 03:00:00,87,1003.97,26.07,26.07,26.07,103.501,2.17
1661,PE,3699699,-5.0,-78.0,Departamento de Amazonas,36,2017-11-19 03:00:00,92,969.19,23.55,23.55,23.55,246.501,0.77
1662,PE,3935619,-12.0,-70.25,Departamento de Madre de Dios,20,2017-11-19 03:00:00,90,988.0,23.77,23.77,23.77,303.001,0.72
1663,PE,3938451,-16.08333,-69.666672,Ilave,20,2017-11-19 03:00:00,86,638.71,3.8,3.8,3.8,314.001,1.62
1664,PE,3699831,-9.03741,-75.509239,Aguaytía,32,2017-11-19 03:00:00,97,948.28,21.7,21.7,21.7,140.501,0.62
1665,CO,3673798,8.0,-73.0,Departamento de Norte de Santander,56,2017-11-19 03:00:00,85,866.73,19.82,19.82,17.95,36.5011,0.82
1666,CO,3687479,1.0,-74.0,Departamento del Caquetá,48,2017-11-19 03:00:00,97,991.16,22.67,22.67,22.67,112.001,1.12
